ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
NOR,Norway,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","410,016.87","420,271.50","432,742.51","442,422.39","462,266.67","479,101.97","500,584.38","524,579.32","535,041.48","541,813.13","555,764.90","564,961.35","569,616.01","571,579.37","590,872.29","602,117.67","611,279.08","622,948.69","617,364.95","599,730.40","595,883.54","593,880.91","602,052.11","601,335.48","606,025.93","612,132.44","613,187.02","622,911.83","626,956.99","635,257.30","646,885.15","653,166.85","659,860.56","666,807.94","674,019.10",2017
NOR,Norway,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","43,210.40","44,291.10","45,605.38","46,625.52","48,716.84","50,491.06","52,755.03","55,283.78","56,386.35","57,100.00","58,570.33","59,539.52","60,030.06","60,236.97","62,270.19","63,455.30","64,420.80","65,650.62","65,062.17","63,203.72","62,798.31","62,587.26","63,448.39","63,372.87","63,867.18","64,510.73","64,621.87","65,646.74","66,073.04","66,947.79","68,173.21","68,835.22","69,540.65","70,272.81","71,032.77",2017
OMN,Oman,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","5,548.46","5,677.19","5,945.19","6,099.69","6,139.29","6,259.35","6,285.15","6,531.36","6,579.40","6,482.96","6,787.74","6,972.57","6,782.74","6,492.96","6,463.63","6,503.43","6,718.85","6,873.20","7,279.16","7,462.86","7,603.41","7,517.24","7,459.13","7,177.99","7,040.08","7,249.09","7,164.85","6,959.53","7,019.19","6,814.69","6,855.24","6,936.64","6,786.69","6,535.84","6,436.43",2018
OMN,Oman,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","33,668.30","34,449.44","36,075.67","37,013.17","37,253.45","37,981.99","38,138.54","39,632.54","39,924.08","39,338.85","41,188.28","42,309.82","41,157.94","39,399.55","39,221.60","39,463.10","40,770.26","41,706.83","44,170.27","45,284.95","46,137.80","45,614.92","45,262.28","43,556.33","42,719.52","43,987.80","43,476.59","42,230.69","42,592.72","41,351.84","41,597.86","42,091.83","41,181.91","39,659.76","39,056.51",2018
PAK,Pakistan,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","34,789.64","35,781.04","36,927.30","36,745.76","37,393.05","38,322.15","39,863.35","39,581.88","40,007.86","40,729.56","41,382.75","41,078.46","41,525.45","42,426.96","44,717.93","47,803.95","49,660.66","51,482.39","51,920.01","51,016.69","51,251.35","52,024.05","52,933.07","53,794.20","54,874.35","55,994.36","57,433.36","59,297.04","61,422.67","62,277.94","62,568.18","63,259.05","64,905.98","66,906.06","68,969.09",2018
PAK,Pakistan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,863.53","2,945.13","3,039.48","3,024.54","3,077.81","3,154.29","3,281.14","3,257.98","3,293.04","3,352.44","3,406.21","3,381.16","3,417.95","3,492.15","3,680.72","3,934.73","4,087.56","4,237.51","4,273.53","4,199.17","4,218.49","4,282.09","4,356.91","4,427.79","4,516.70","4,608.88","4,727.33","4,880.73","5,055.69","5,126.09","5,149.97","5,206.84","5,342.40","5,507.03","5,676.83",2018
PLW,Palau,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"11,826.58","12,404.03","12,730.83","12,271.54","12,779.71","13,192.72","13,065.94","13,493.52","12,982.49","12,401.65","12,674.28","13,544.01","14,056.01","14,025.69","14,673.07","15,875.44","15,802.67","15,232.32","15,814.53","16,022.19","16,310.59","16,504.38","16,667.79","16,832.82","16,999.48",2018
PLW,Palau,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"10,461.83","10,972.65","11,261.74","10,855.45","11,304.97","11,670.33","11,558.18","11,936.41","11,484.35","10,970.54","11,211.72","11,981.08","12,433.99","12,407.17","12,979.85","14,043.47","13,979.10","13,474.57","13,989.59","14,173.29","14,428.41","14,599.84","14,744.39","14,890.37","15,037.80",2018
PAN,Panama,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,347.69","3,585.77","3,798.61","3,922.88","3,951.96","3,939.66","4,144.22","4,323.58","4,547.03","4,629.08","4,660.99","4,593.99","4,605.07","4,707.20","4,964.89","5,222.53","5,564.95","6,127.03","6,612.48","6,579.34","6,845.21","7,492.82","8,087.21","8,503.56","8,791.61","9,150.33","9,458.13","9,812.92","10,025.38","10,308.52","10,723.76","11,090.73","11,471.30","11,864.92","12,272.05",2018
PAN,Panama,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","7,604.40","8,145.20","8,628.69","8,910.96","8,977.02","8,949.09","9,413.74","9,821.17","10,328.75","10,515.12","10,587.61","10,435.42","10,460.60","10,692.57","11,277.94","11,863.17","12,640.99","13,917.79","15,020.48","14,945.23","15,549.15","17,020.22","18,370.40","19,316.15","19,970.48","20,785.33","21,484.50","22,290.42","22,773.03","23,416.19","24,359.42","25,193.00","26,057.48","26,951.62","27,876.43",2018
PNG,Papua New Guinea,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","5,130.75","5,451.73","5,751.37","6,627.67","6,841.48","6,432.50","6,679.95","6,097.26","6,223.13","6,182.72","5,885.09","5,741.27","5,717.12","5,827.06","5,722.97","5,809.38","5,805.74","6,116.43","5,960.10","6,222.38","6,498.97","6,231.83","6,185.47","6,285.02","6,986.34","7,490.46","7,636.65","7,680.70","7,441.93","7,655.90","7,691.63","7,724.46","7,797.59","7,897.88","8,010.94",2014
PNG,Papua New Guinea,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,330.21","2,475.98","2,612.07","3,010.06","3,107.16","2,921.42","3,033.80","2,769.16","2,826.33","2,807.97","2,672.80","2,607.48","2,596.52","2,646.45","2,599.17","2,638.42","2,636.76","2,777.87","2,706.87","2,825.99","2,951.60","2,830.28","2,809.22","2,854.43","3,172.95","3,401.91","3,468.30","3,488.30","3,379.86","3,477.04","3,493.27","3,508.18","3,541.39","3,586.94","3,638.29",2014
PRY,Paraguay,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","20,286,191.75","19,715,390.86","19,648,851.30","20,206,413.44","20,855,354.39","21,832,710.15","21,732,783.89","22,201,704.73","21,772,474.07","21,045,543.82","20,147,349.95","19,606,356.32","19,246,156.85","19,722,193.05","20,167,035.35","20,248,423.49","20,869,541.03","21,642,554.91","22,650,656.65","22,237,061.25","24,332,023.93","24,977,654.03","24,467,235.38","26,130,476.52","26,996,446.74","27,422,202.21","28,192,674.60","29,168,728.90","29,828,259.04","29,708,895.27","30,479,283.60","31,328,572.34","32,153,617.29","33,013,769.83","33,843,428.21",2018
PRY,Paraguay,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","8,097.90","7,870.04","7,843.48","8,066.05","8,325.10","8,715.24","8,675.35","8,862.54","8,691.20","8,401.02","8,042.47","7,826.52","7,682.73","7,872.76","8,050.33","8,082.82","8,330.76","8,639.33","9,041.75","8,876.65","9,712.92","9,970.65","9,766.90","10,430.83","10,776.51","10,946.47","11,254.03","11,643.65","11,906.92","11,859.28","12,166.80","12,505.82","12,835.17","13,178.53","13,509.71",2018
PER,Peru,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","6,960.55","6,974.17","6,802.78","7,025.22","7,745.90","8,172.43","8,255.66","8,641.38","8,465.88","8,456.01","8,551.86","8,479.65","8,817.45","9,061.28","9,387.12","9,851.34","10,464.76","11,224.43","12,112.42","12,102.97","12,978.78","13,660.52","14,310.98","14,977.75","15,167.57","15,494.40","15,949.06","16,170.39","16,640.01","16,896.75","17,332.83","17,849.77","18,384.29","18,921.05","19,451.67",2017
PER,Peru,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","5,293.57","5,303.93","5,173.59","5,342.76","5,890.84","6,215.22","6,278.52","6,571.86","6,438.39","6,430.89","6,503.78","6,448.86","6,705.76","6,891.20","7,139.00","7,492.05","7,958.56","8,536.30","9,211.63","9,204.44","9,870.50","10,388.97","10,883.65","11,390.74","11,535.09","11,783.65","12,129.43","12,297.75","12,654.90","12,850.16","13,181.80","13,574.94","13,981.45","14,389.65","14,793.20",2017
PHL,Philippines,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","44,307.06","43,047.74","42,204.95","42,108.44","42,956.40","43,934.24","44,245.38","45,507.96","44,146.79","44,543.89","46,490.71","46,880.52","47,566.86","48,955.41","51,184.07","52,560.16","54,228.25","56,682.31","58,554.34","58,198.64","61,571.70","62,754.32","65,339.16","68,750.70","71,740.87","74,834.34","78,684.38","82,594.53","86,368.57","89,867.79","93,920.28","98,351.44","103,064.31","108,053.35","113,264.02",2017
PHL,Philippines,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","4,076.49","3,960.63","3,883.09","3,874.21","3,952.22","4,042.19","4,070.82","4,186.98","4,061.75","4,098.28","4,277.40","4,313.26","4,376.41","4,504.16","4,709.21","4,835.82","4,989.29","5,215.08","5,387.32","5,354.59","5,664.93","5,773.74","6,011.56","6,325.44","6,600.55","6,885.17","7,239.39","7,599.15","7,946.38","8,268.33","8,641.18","9,048.87","9,482.48","9,941.50","10,420.91",2017
POL,Poland,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","17,918.62","16,619.82","16,913.51","17,585.90","18,468.81","19,711.50","20,925.70","22,391.22","23,494.13","24,552.61","25,868.56","26,186.75","26,572.91","27,536.60","28,971.95","29,997.32","31,865.07","34,134.98","35,594.80","36,579.23","38,011.27","39,876.62","40,516.65","41,081.97","42,495.12","44,140.68","45,538.56","47,779.75","50,235.23","52,263.16","53,908.25","55,402.90","56,858.83","58,343.59","59,880.93",2018
POL,Poland,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","10,144.16","9,408.88","9,575.15","9,955.80","10,455.64","11,159.16","11,846.55","12,676.21","13,300.59","13,899.83","14,644.82","14,824.95","15,043.56","15,589.14","16,401.72","16,982.21","18,039.59","19,324.64","20,151.07","20,708.38","21,519.10","22,575.12","22,937.45","23,257.49","24,057.51","24,989.10","25,780.48","27,049.27","28,439.38","29,587.44","30,518.76","31,364.92","32,189.16","33,029.72","33,900.04",2018
PRT,Portugal,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","13,224.12","13,701.30","14,141.16","14,026.79","14,197.42","14,474.80","14,925.91","15,513.28","16,177.21","16,714.43","17,230.69","17,442.19","17,480.68","17,253.11","17,519.67","17,624.03","17,878.09","18,290.24","18,322.22","17,733.39","18,033.18","17,753.33","17,102.35","17,037.73","17,265.48","17,647.85","18,061.08","18,740.11","19,238.33","19,632.45","19,976.78","20,312.45","20,659.36","21,017.13","21,381.10",2018
PRT,Portugal,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","19,797.27","20,511.64","21,170.12","20,998.92","21,254.35","21,669.60","22,344.95","23,224.27","24,218.22","25,022.46","25,795.34","26,111.96","26,169.58","25,828.89","26,227.96","26,384.19","26,764.53","27,381.54","27,429.42","26,547.90","26,996.71","26,577.75","25,603.20","25,506.47","25,847.42","26,419.85","27,038.48","28,055.02","28,800.89","29,390.91","29,906.39","30,408.90","30,928.26","31,463.86","32,008.73",2018
PRI,Puerto Rico,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,876.01","1,906.82","1,980.35","2,057.66","2,127.96","2,207.63","2,240.59","2,330.34","2,460.76","2,546.26","2,609.93","2,850.92","2,909.04","2,975.28","3,033.78","2,977.79","2,948.27","2,931.12","2,893.99","2,853.00","2,855.63","2,878.49","2,914.39","2,938.93","2,951.75","2,971.81","2,988.36","3,007.06","2,948.91","2,944.52","2,968.66","2,990.67","3,010.50","3,028.66","3,042.35",2018
PRI,Puerto Rico,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","22,286.46","22,652.50","23,525.99","24,444.42","25,279.51","26,225.96","26,617.60","27,683.75","29,233.13","30,248.77","31,005.18","33,868.05","34,558.56","35,345.45","36,040.41","35,375.24","35,024.60","34,820.82","34,379.74","33,892.85","33,924.06","34,195.61","34,622.07","34,913.61","35,065.92","35,304.21","35,500.81","35,723.01","35,032.15","34,980.07","35,266.76","35,528.26","35,763.86","35,979.60","36,142.23",2018
QAT,Qatar,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","187,283.98","180,902.40","199,556.38","195,956.88","197,487.00","199,784.90","203,917.84","256,597.37","274,558.61","275,418.37","286,735.74","289,092.33","301,029.78","297,807.76","325,400.52","306,855.31","328,564.84","325,477.96","284,062.41","301,549.59","340,342.30","381,940.04","377,987.27","361,016.62","339,390.75","319,822.87","304,197.61","304,425.29","301,926.19","304,070.33","311,666.92","320,284.49","327,017.72","333,030.93","341,609.48",2017
